"","date","airT","HR","sunshine","ws","wd","precip"
"180263",2022-09-09 09:00:00,17.7,75,18,2.3,190,0
"180264",2022-09-09 10:00:00,20.1,67,47,1.7,210,0
"180265",2022-09-09 11:00:00,21.3,59,54,3.1,190,0
"180266",2022-09-09 12:00:00,22.6,54,49,4,180,0
"180267",2022-09-09 13:00:00,22.1,50,43,2,190,0
"180268",2022-09-09 14:00:00,22.4,50,24,2.5,220,0
"180269",2022-09-09 15:00:00,21.7,54,29,3.5,170,0
"180270",2022-09-09 16:00:00,21.8,54,32,1.7,170,0
"180271",2022-09-09 17:00:00,20.3,59,15,2.6,180,0
"180272",2022-09-09 18:00:00,18.2,68,0,4.2,130,0
"180273",2022-09-09 19:00:00,16.8,75,0,3.6,140,0
"180274",2022-09-09 20:00:00,16,80,0,4,150,0
"180275",2022-09-09 21:00:00,15.2,82,0,3.3,170,0
"180276",2022-09-09 22:00:00,14.4,88,0,4.1,160,0
"180277",2022-09-09 23:00:00,13.6,94,0,2.6,160,0
"180278",2022-09-10 00:00:00,13.2,96,0,3.3,170,0
"180279",2022-09-10 01:00:00,13.2,96,0,2.9,160,0
"180280",2022-09-10 02:00:00,12.9,97,0,3.5,180,0
"180281",2022-09-10 03:00:00,12.1,98,0,3.2,190,0
"180282",2022-09-10 04:00:00,11.5,99,0,3,210,0
"180283",2022-09-10 05:00:00,11.5,99,0,3.4,200,0
"180284",2022-09-10 06:00:00,12.2,98,46,3.3,200,0
"180285",2022-09-10 07:00:00,14.6,84,60,1.8,230,0
"180286",2022-09-10 08:00:00,17.1,71,60,1.6,250,0
"180287",2022-09-10 09:00:00,19.3,61,60,2.2,280,0
"180288",2022-09-10 10:00:00,19.9,58,56,2.2,250,0
"180289",2022-09-10 11:00:00,20.5,56,43,3.8,240,0
"180290",2022-09-10 12:00:00,20.9,55,25,2.4,290,0
"180291",2022-09-10 13:00:00,21.7,50,49,3.5,240,0
"180292",2022-09-10 14:00:00,21.9,50,58,4.2,250,0
"180293",2022-09-10 15:00:00,21.1,55,58,4,310,0
"180294",2022-09-10 16:00:00,21,55,60,2.2,270,0
"180295",2022-09-10 17:00:00,19.1,66,48,2.8,270,0
"180296",2022-09-10 18:00:00,17.5,78,0,1.4,300,0
"180297",2022-09-10 19:00:00,16,89,0,2,270,0
"180298",2022-09-10 20:00:00,15.4,93,0,2.2,260,0
"180299",2022-09-10 21:00:00,14.3,96,0,2.6,300,0
"180300",2022-09-10 22:00:00,13.6,98,0,2.8,310,0
"180301",2022-09-10 23:00:00,13.2,98,0,2.8,330,0
"180302",2022-09-11 00:00:00,13.9,98,0,2.9,330,0
"180303",2022-09-11 01:00:00,13.6,98,0,2.7,330,0
"180304",2022-09-11 02:00:00,13.3,98,0,2.9,330,0
"180305",2022-09-11 03:00:00,12.9,98,0,3,320,0
"180306",2022-09-11 04:00:00,13.1,98,0,4.2,340,0
"180307",2022-09-11 05:00:00,13,100,0,3.2,340,0
"180308",2022-09-11 06:00:00,13.4,99,0,2.8,310,0
"180309",2022-09-11 07:00:00,14.5,96,0,2.4,330,0
"180310",2022-09-11 08:00:00,15.3,89,0,2.7,330,0
"180311",2022-09-11 09:00:00,16.9,80,14,3.6,310,0
"180312",2022-09-11 10:00:00,17.4,76,1,3.2,320,0
"180313",2022-09-11 11:00:00,18.4,71,3,3.6,320,0
"180314",2022-09-11 12:00:00,18.1,70,4,1.9,330,0
"180315",2022-09-11 13:00:00,18.7,65,5,4,310,0
"180316",2022-09-11 14:00:00,18.2,71,0,2.7,300,0
"180317",2022-09-11 15:00:00,19.2,66,58,4.2,300,0
"180318",2022-09-11 16:00:00,18.5,66,27,4.3,310,0
"180319",2022-09-11 17:00:00,17.1,74,0,2.9,310,0
"180320",2022-09-11 18:00:00,16.7,79,0,2.2,310,0
"180321",2022-09-11 19:00:00,14.7,91,0,1.3,330,0
"180322",2022-09-11 20:00:00,13.5,96,0,1.9,310,0
"180323",2022-09-11 21:00:00,12.6,98,0,3.1,330,0
"180324",2022-09-11 22:00:00,12.5,99,0,2.8,330,0
"180325",2022-09-11 23:00:00,13.4,98,0,2.9,320,0
"180326",2022-09-12 00:00:00,13,95,0,2.4,320,0
"180327",2022-09-12 01:00:00,12.2,98,0,3,310,0
"180328",2022-09-12 02:00:00,11.3,99,0,2.8,310,0
"180329",2022-09-12 03:00:00,10.7,99,0,3,310,0
"180330",2022-09-12 04:00:00,10.1,100,0,2.7,300,0
"180331",2022-09-12 05:00:00,10,100,0,3.1,300,0
"180332",2022-09-12 06:00:00,11,100,58,2.3,300,0
"180333",2022-09-12 07:00:00,13.1,95,60,1.6,310,0
"180334",2022-09-12 08:00:00,15.5,83,60,1.5,350,0
"180335",2022-09-12 09:00:00,17.4,70,57,2.4,320,0
"180336",2022-09-12 10:00:00,18.4,60,40,1.5,300,0
"180337",2022-09-12 11:00:00,18.9,53,47,2.1,300,0
"180338",2022-09-12 12:00:00,19,52,33,1.5,280,0
"180339",2022-09-12 13:00:00,19.2,51,43,2.3,270,0
"180340",2022-09-12 14:00:00,19.8,49,56,1.8,240,0
"180341",2022-09-12 15:00:00,19.6,49,52,1.3,250,0
"180342",2022-09-12 16:00:00,18.8,59,0,0.9,280,0
"180343",2022-09-12 17:00:00,17.7,67,0,0.5,290,0
"180344",2022-09-12 18:00:00,15.9,72,0,2.1,170,0
"180345",2022-09-12 19:00:00,14.3,83,0,2.4,170,0
"180346",2022-09-12 20:00:00,12.9,91,0,2.7,150,0
"180347",2022-09-12 21:00:00,12.2,95,0,3.2,150,0
"180348",2022-09-12 22:00:00,11.6,98,0,4,160,0
"180349",2022-09-12 23:00:00,11.4,98,0,3.9,160,0
"180350",2022-09-13 00:00:00,11.3,99,0,3.3,170,0
"180351",2022-09-13 01:00:00,11,99,0,4.2,160,0
"180352",2022-09-13 02:00:00,11,99,0,3.7,170,0
"180353",2022-09-13 03:00:00,10.8,98,0,3.6,160,0
"180354",2022-09-13 04:00:00,10.9,98,0,3.6,170,0
"180355",2022-09-13 05:00:00,12.2,90,0,3.8,170,0
"180356",2022-09-13 06:00:00,12.8,88,0,3.8,200,0
"180357",2022-09-13 07:00:00,12.8,95,0,2.9,220,0.8
"180358",2022-09-13 08:00:00,14,94,0,2.1,180,0
"180359",2022-09-13 09:00:00,15.4,89,2,3.5,230,0
"180360",2022-09-13 10:00:00,17.6,78,41,2.5,230,0
"180361",2022-09-13 11:00:00,19.2,70,22,2.5,260,0
"180362",2022-09-13 12:00:00,17.3,90,0,3.6,250,0.8
"180363",2022-09-13 13:00:00,17.9,88,0,3,270,0
"180364",2022-09-13 14:00:00,18.7,84,4,2.9,270,0
"180365",2022-09-13 15:00:00,19.1,81,32,3.2,270,0
"180366",2022-09-13 16:00:00,19.6,77,50,3.7,250,0
"180367",2022-09-13 17:00:00,18.4,83,48,2.5,250,0
"180368",2022-09-13 18:00:00,17.3,89,10,3,250,0
"180369",2022-09-13 19:00:00,16.5,92,0,3.8,270,0
"180370",2022-09-13 20:00:00,15.4,96,0,3.6,270,0
"180371",2022-09-13 21:00:00,14.9,96,0,4.1,300,0
"180372",2022-09-13 22:00:00,14.6,90,0,3.7,320,0
"180373",2022-09-13 23:00:00,13,96,0,3.2,280,0
"180374",2022-09-14 00:00:00,12.2,98,0,3.3,260,0
"180375",2022-09-14 01:00:00,11.6,99,0,3.5,270,0
"180376",2022-09-14 02:00:00,11.3,99,0,3.4,230,0
"180377",2022-09-14 03:00:00,11.3,99,0,3.5,260,0
"180378",2022-09-14 04:00:00,11.1,99,0,3.7,260,0
"180379",2022-09-14 05:00:00,11.2,99,0,3,260,0
"180380",2022-09-14 06:00:00,11.5,99,0,2.9,260,0
"180381",2022-09-14 07:00:00,12.8,94,17,1.8,260,0
"180382",2022-09-14 08:00:00,14.4,87,17,1.3,280,0
"180383",2022-09-14 09:00:00,16.3,67,60,1.9,300,0
"180384",2022-09-14 10:00:00,16.6,62,20,2.2,280,0
"180385",2022-09-14 11:00:00,17.7,56,9,3.2,290,0
"180386",2022-09-14 12:00:00,18.6,53,54,3.1,220,0
"180387",2022-09-14 13:00:00,18.2,55,12,2.8,260,0
"180388",2022-09-14 14:00:00,17.7,57,24,2.4,270,0
"180389",2022-09-14 15:00:00,17.5,59,0,2.8,290,0
"180390",2022-09-14 16:00:00,17.2,61,0,1.8,280,0
"180391",2022-09-14 17:00:00,16.3,70,0,1.7,270,0
"180392",2022-09-14 18:00:00,15.2,81,0,1.9,230,0
"180393",2022-09-14 19:00:00,14.5,84,0,2,240,0
"180394",2022-09-14 20:00:00,14.2,87,0,2.4,260,0
"180395",2022-09-14 21:00:00,13.6,90,0,2.6,260,0
"180396",2022-09-14 22:00:00,13.1,93,0,2.9,260,0
"180397",2022-09-14 23:00:00,13.4,93,0,3,260,0
"180398",2022-09-15 00:00:00,13,94,0,3.1,280,0
"180399",2022-09-15 01:00:00,12.6,97,0,3.3,260,0
"180400",2022-09-15 02:00:00,12.4,98,0,3.3,250,0
"180401",2022-09-15 03:00:00,12.5,97,0,3.2,280,0
"180402",2022-09-15 04:00:00,11.9,97,0,3.2,260,0
"180403",2022-09-15 05:00:00,11.5,98,0,3.4,230,0
"180404",2022-09-15 06:00:00,11.7,98,42,3.4,240,0
"180405",2022-09-15 07:00:00,13.7,86,38,3.5,260,0
"180406",2022-09-15 08:00:00,14,82,18,4.1,270,0
"180407",2022-09-15 09:00:00,14.9,76,13,3.8,280,0
"180408",2022-09-15 10:00:00,15.6,68,0,4,270,0
"180409",2022-09-15 11:00:00,17.6,54,46,5.2,270,0
"180410",2022-09-15 12:00:00,17.7,51,28,5.4,260,0
"180411",2022-09-15 13:00:00,17.5,53,17,4.8,280,0
"180412",2022-09-15 14:00:00,17.9,53,43,5.4,270,0
"180413",2022-09-15 15:00:00,17.6,52,47,5.4,260,0
"180414",2022-09-15 16:00:00,16.4,53,14,5.5,290,0
"180415",2022-09-15 17:00:00,14.8,66,1,4.6,280,0
"180416",2022-09-15 18:00:00,13.7,76,0,3.9,270,0.1
"180417",2022-09-15 19:00:00,13.4,79,0,4.2,280,0
"180418",2022-09-15 20:00:00,13.5,81,0,3.9,260,0
"180419",2022-09-15 21:00:00,13.2,80,0,3.3,270,0
"180420",2022-09-15 22:00:00,13.1,80,0,3.7,260,0
"180421",2022-09-15 23:00:00,12.6,81,0,4.6,260,0
"180422",2022-09-16 00:00:00,12.3,81,0,4.8,260,0
"180423",2022-09-16 01:00:00,11.7,83,0,4.1,270,0
"180424",2022-09-16 02:00:00,11.2,90,0,4.6,260,0
"180425",2022-09-16 03:00:00,10.9,93,0,4.5,270,0
"180426",2022-09-16 04:00:00,10.8,94,0,4.3,260,0
"180427",2022-09-16 05:00:00,10.6,94,0,4.6,250,0
"180428",2022-09-16 06:00:00,10.7,92,9,5.2,250,0
"180429",2022-09-16 07:00:00,11.4,87,23,5,260,0
"180430",2022-09-16 08:00:00,13.1,78,35,3.6,260,0
"180431",2022-09-16 09:00:00,13.8,70,23,4.9,260,0
"180432",2022-09-16 10:00:00,15.7,57,31,6.3,270,0
"180433",2022-09-16 11:00:00,15.1,55,18,5.6,260,0
"180434",2022-09-16 12:00:00,17.2,47,51,6.1,260,0
"180435",2022-09-16 13:00:00,16,46,45,7,260,0
"180436",2022-09-16 14:00:00,17.2,43,32,4.7,280,0
"180437",2022-09-16 15:00:00,17.6,40,51,4.7,260,0
"180438",2022-09-16 16:00:00,17,40,43,6.3,260,0
"180439",2022-09-16 17:00:00,16,43,32,5.1,260,0
"180440",2022-09-16 18:00:00,14.1,49,3,5.3,240,0
"180441",2022-09-16 19:00:00,13.6,53,0,6.3,250,0
"180442",2022-09-16 20:00:00,12,70,0,5,260,0.4
"180443",2022-09-16 21:00:00,10.2,96,0,5,200,3.7
"180444",2022-09-16 22:00:00,10.5,96,0,6.7,250,1.1
"180445",2022-09-16 23:00:00,10.9,97,0,7.3,270,0.2
"180446",2022-09-17 00:00:00,11,97,0,5.5,270,0.2
"180447",2022-09-17 01:00:00,11.2,96,0,5.3,280,0
"180448",2022-09-17 02:00:00,11.3,96,0,4.9,270,0
"180449",2022-09-17 03:00:00,11.4,97,0,3.9,260,0
"180450",2022-09-17 04:00:00,11.6,95,0,4,260,0
"180451",2022-09-17 05:00:00,11.7,95,0,4.1,270,0
"180452",2022-09-17 06:00:00,12,95,0,3.5,270,0
"180453",2022-09-17 07:00:00,12,91,0,5.4,270,0
"180454",2022-09-17 08:00:00,12.5,84,0,5.6,280,0
"180455",2022-09-17 09:00:00,13.7,74,17,6.9,290,0
"180456",2022-09-17 10:00:00,13.7,68,11,6.1,280,0
"180457",2022-09-17 11:00:00,14,67,25,6.6,280,0.1
"180458",2022-09-17 12:00:00,15,62,24,5.4,270,0
"180459",2022-09-17 13:00:00,14.6,70,32,4.2,270,0.7
"180460",2022-09-17 14:00:00,15.4,52,49,6.6,280,0
"180461",2022-09-17 15:00:00,14.6,57,54,6.7,290,0
"180462",2022-09-17 16:00:00,12.9,55,59,7.6,280,0
"180463",2022-09-17 17:00:00,12,60,9,5.7,270,0
"180464",2022-09-17 18:00:00,10.9,71,0,5.7,260,0
"180465",2022-09-17 19:00:00,9.8,89,0,3.4,240,0
"180466",2022-09-17 20:00:00,9.7,97,0,2.1,240,0.1
"180467",2022-09-17 21:00:00,10.1,97,0,3,280,0
"180468",2022-09-17 22:00:00,10.3,95,0,2.8,280,0
"180469",2022-09-17 23:00:00,10.5,95,0,3,280,0
"180470",2022-09-18 00:00:00,10.7,94,0,3.1,290,0
"180471",2022-09-18 01:00:00,10.3,97,0,5,300,2.2
"180472",2022-09-18 02:00:00,10,97,0,4,300,0.5
"180473",2022-09-18 03:00:00,10,97,0,5.9,300,0.3
"180474",2022-09-18 04:00:00,9.9,95,0,5,290,0
"180475",2022-09-18 05:00:00,9.6,94,0,5.6,290,0
"180476",2022-09-18 06:00:00,9.2,92,1,5.5,280,0
"180477",2022-09-18 07:00:00,9.6,89,55,5.5,280,0
"180478",2022-09-18 08:00:00,11,78,60,6.7,280,0
"180479",2022-09-18 09:00:00,12,70,42,5,280,0
"180480",2022-09-18 10:00:00,12.2,67,32,6.4,270,0
"180481",2022-09-18 11:00:00,13.2,62,16,5.5,280,0
"180482",2022-09-18 12:00:00,11.9,79,28,3.5,270,0.4
"180483",2022-09-18 13:00:00,12.8,71,50,3.3,270,0.7
"180484",2022-09-18 14:00:00,11.6,67,37,4.8,280,0
"180485",2022-09-18 15:00:00,11.2,73,0,2.7,230,0
"180486",2022-09-18 16:00:00,11.6,69,48,3.2,260,0
"180487",2022-09-18 17:00:00,11.3,72,43,4.3,260,0.1
"180488",2022-09-18 18:00:00,9.8,86,0,3.3,230,0.1
"180489",2022-09-18 19:00:00,9.2,94,0,2.3,240,1
"180490",2022-09-18 20:00:00,9.2,92,0,4,240,0
"180491",2022-09-18 21:00:00,8.8,94,0,4.7,250,0.6
"180492",2022-09-18 22:00:00,8.8,96,0,3.5,270,0.3
"180493",2022-09-18 23:00:00,8.8,97,0,3.9,280,0
"180494",2022-09-19 00:00:00,8.7,97,0,3.2,290,0
"180495",2022-09-19 01:00:00,8.5,98,0,4.6,290,0
"180496",2022-09-19 02:00:00,8.6,98,0,3.6,290,0
"180497",2022-09-19 03:00:00,8.8,98,0,3.9,290,0
"180498",2022-09-19 04:00:00,9.1,98,0,4.1,290,0
"180499",2022-09-19 05:00:00,9.4,98,0,4,300,0
"180500",2022-09-19 06:00:00,9.8,97,0,4.5,290,0
"180501",2022-09-19 07:00:00,10.7,96,0,4.1,300,0
"180502",2022-09-19 08:00:00,11.7,93,0,4.6,300,0
"180503",2022-09-19 09:00:00,13,86,0,5.2,300,0
"180504",2022-09-19 10:00:00,14.4,75,35,5.1,300,0
"180505",2022-09-19 11:00:00,11.8,70,9,3.8,340,0.1
"180506",2022-09-19 12:00:00,14.7,68,14,5,270,0
"180507",2022-09-19 13:00:00,10.9,88,13,2.7,310,1
"180508",2022-09-19 14:00:00,11,92,0,2.8,280,0.2
"180509",2022-09-19 15:00:00,11,95,0,3.4,270,0
"180510",2022-09-19 16:00:00,11.2,93,2,3.5,270,0
"180511",2022-09-19 17:00:00,11.2,92,0,3.6,270,0
"180512",2022-09-19 18:00:00,10.7,94,0,3.9,280,0
"180513",2022-09-19 19:00:00,10.4,94,0,3.4,280,0
"180514",2022-09-19 20:00:00,10,95,0,3.8,270,0.2
"180515",2022-09-19 21:00:00,9.5,96,0,3.6,280,0
"180516",2022-09-19 22:00:00,9.4,96,0,4.4,290,0
"180517",2022-09-19 23:00:00,8.9,96,0,3.6,290,0
"180518",2022-09-20 00:00:00,8.4,97,0,3.9,280,0
"180519",2022-09-20 01:00:00,8.1,98,0,2.7,290,0
"180520",2022-09-20 02:00:00,8,98,0,3.3,270,0
"180521",2022-09-20 03:00:00,8.5,98,0,3.6,280,0
"180522",2022-09-20 04:00:00,8.9,98,0,3.4,280,0
"180523",2022-09-20 05:00:00,8.7,98,0,3.8,280,0
"180524",2022-09-20 06:00:00,8.9,98,13,3.3,280,0
"180525",2022-09-20 07:00:00,9.7,94,51,3.2,290,0
"180526",2022-09-20 08:00:00,10.7,89,60,3.4,290,0
"180527",2022-09-20 09:00:00,12.4,81,60,4.9,290,0
"180528",2022-09-20 10:00:00,13.5,78,54,3.1,290,0
"180529",2022-09-20 11:00:00,13.3,76,43,4.8,280,0
"180530",2022-09-20 12:00:00,12.1,85,18,1.9,30,0.4
"180531",2022-09-20 13:00:00,13,84,7,2.4,290,0.2
"180532",2022-09-20 14:00:00,10.6,90,6,3.7,280,1.6
"180533",2022-09-20 15:00:00,12.6,77,58,3.6,280,0
"180534",2022-09-20 16:00:00,12,82,21,2.7,320,0
"180535",2022-09-20 17:00:00,11.3,93,42,1.4,330,0.2
"180536",2022-09-20 18:00:00,10.7,95,0,2.4,280,0
"180537",2022-09-20 19:00:00,9.5,96,0,3.2,310,0
"180538",2022-09-20 20:00:00,8.4,98,0,3.7,300,0
"180539",2022-09-20 21:00:00,8,98,0,3.5,310,0
"180540",2022-09-20 22:00:00,7.4,100,0,3.9,310,0
"180541",2022-09-20 23:00:00,6.9,100,0,3.8,290,0
"180542",2022-09-21 00:00:00,6.5,100,0,3.4,300,0
"180543",2022-09-21 01:00:00,6.3,100,0,3.6,300,0
"180544",2022-09-21 02:00:00,6.3,100,0,3.7,300,0
"180545",2022-09-21 03:00:00,6.2,100,0,3.7,290,0
"180546",2022-09-21 04:00:00,6.1,100,0,3.6,310,0
"180547",2022-09-21 05:00:00,5.7,100,0,3.5,300,0
"180548",2022-09-21 06:00:00,6.4,100,23,3.2,300,0
"180549",2022-09-21 07:00:00,8.2,100,29,2.4,300,0
"180550",2022-09-21 08:00:00,9.5,98,0,2,290,0
"180551",2022-09-21 09:00:00,11.4,92,33,1.8,290,0
"180552",2022-09-21 10:00:00,13.5,81,43,2.1,310,0
"180553",2022-09-21 11:00:00,14.7,64,42,1.4,340,0
"180554",2022-09-21 12:00:00,15.9,59,39,2.8,270,0
"180555",2022-09-21 13:00:00,15.3,58,21,3,300,0
"180556",2022-09-21 14:00:00,15.8,54,38,4,310,0
"180557",2022-09-21 15:00:00,16.1,54,31,2.7,280,0
"180558",2022-09-21 17:00:00,13.9,61,59,2.9,320,0
"180559",2022-09-21 18:00:00,11,79,12,3.7,320,0
"180560",2022-09-21 19:00:00,9,90,0,3.5,330,0
"180561",2022-09-21 20:00:00,7.8,96,0,2.6,350,0
"180562",2022-09-21 21:00:00,7.4,98,0,2.8,10,0
"180563",2022-09-21 22:00:00,7.9,98,0,2.3,20,0
"180564",2022-09-21 23:00:00,8.5,98,0,2,350,0
"180565",2022-09-22 00:00:00,8.8,95,0,2.5,360,0
"180566",2022-09-22 01:00:00,7.6,97,0,2.2,10,0
"180567",2022-09-22 02:00:00,6.7,99,0,3,10,0
"180568",2022-09-22 03:00:00,6.2,100,0,2.8,10,0
"180569",2022-09-22 04:00:00,5.7,100,0,2.8,20,0
"180570",2022-09-22 05:00:00,5.3,100,0,2.2,30,0
"180571",2022-09-22 06:00:00,5.2,100,50,1.8,10,0
"180572",2022-09-22 07:00:00,7.8,100,60,1.3,80,0
"180573",2022-09-22 08:00:00,11,83,60,1.7,80,0
"180574",2022-09-22 09:00:00,13.1,66,57,2.2,90,0
"180575",2022-09-22 10:00:00,14,55,53,2.2,80,0
"180576",2022-09-22 11:00:00,14.2,53,40,2.4,100,0
"180577",2022-09-22 12:00:00,14.2,52,12,1.7,110,0
"180578",2022-09-22 13:00:00,16.8,45,46,2.3,100,0
"180579",2022-09-22 14:00:00,14.4,54,21,2.1,150,0
"180580",2022-09-22 15:00:00,13.3,66,0,1.7,160,0
"180581",2022-09-22 16:00:00,12.4,72,0,1.9,190,0
"180582",2022-09-22 17:00:00,11.2,80,42,0.9,230,0
"180583",2022-09-22 18:00:00,9.4,90,4,0.6,210,0
"180584",2022-09-22 19:00:00,7.6,92,0,1.9,140,0
"180585",2022-09-22 20:00:00,6.7,97,0,2.5,150,0
"180586",2022-09-22 21:00:00,6.2,99,0,2.8,120,0
"180587",2022-09-22 22:00:00,5.6,100,0,3,160,0
"180588",2022-09-22 23:00:00,5.1,100,0,2.7,180,0
"180589",2022-09-23 00:00:00,5,100,0,1.9,140,0
"180590",2022-09-23 01:00:00,4.9,100,0,3.3,130,0
"180591",2022-09-23 02:00:00,4,100,0,2.8,160,0
"180592",2022-09-23 03:00:00,4,100,0,2.6,150,0
"180593",2022-09-23 04:00:00,3.5,100,0,2.8,140,0
"180594",2022-09-23 05:00:00,3.7,100,0,2.9,130,0
"180595",2022-09-23 06:00:00,4.3,100,40,2.4,140,0
"180596",2022-09-23 07:00:00,6.6,100,60,1.5,120,0
"180597",2022-09-23 08:00:00,10.3,84,60,2,160,0
"180598",2022-09-23 09:00:00,12.9,65,60,2.8,150,0
"180599",2022-09-23 10:00:00,15.2,54,60,1.8,170,0
"180600",2022-09-23 11:00:00,15.6,43,60,2.7,210,0
"180601",2022-09-23 12:00:00,15.9,44,60,1.4,140,0
"180602",2022-09-23 13:00:00,17.1,42,60,1.9,180,0
"180603",2022-09-23 14:00:00,16.6,40,60,1.4,170,0
"180604",2022-09-23 15:00:00,16.6,44,60,1.7,180,0
"180605",2022-09-23 16:00:00,14.9,53,28,2,140,0
"180606",2022-09-23 17:00:00,13.6,66,4,2.3,120,0
"180607",2022-09-23 18:00:00,10.8,74,0,2.9,120,0
"180608",2022-09-23 19:00:00,10.1,84,0,3,120,0
"180609",2022-09-23 20:00:00,9.2,91,0,3.3,130,0
"180610",2022-09-23 21:00:00,8.6,94,0,3.3,130,0
"180611",2022-09-23 22:00:00,8.9,96,0,2.8,130,0
"180612",2022-09-23 23:00:00,9.2,93,0,2.9,140,0
"180613",2022-09-24 00:00:00,8.9,91,0,2.7,140,0
"180614",2022-09-24 01:00:00,8.5,92,0,2.6,140,0
"180615",2022-09-24 02:00:00,8.9,93,0,2.5,140,0
"180616",2022-09-24 03:00:00,9.3,90,0,1.6,150,0
"180617",2022-09-24 04:00:00,9.2,92,0,2.3,120,0
"180618",2022-09-24 05:00:00,9.1,91,0,1.5,120,0
"180619",2022-09-24 06:00:00,9.3,93,0,1.8,100,0
"180620",2022-09-24 07:00:00,10.1,90,0,1.3,120,0
"180621",2022-09-24 08:00:00,11.3,82,0,1.5,120,0
"180622",2022-09-24 09:00:00,12.7,72,1,1,130,0
"180623",2022-09-24 10:00:00,13.9,70,0,1.7,90,0
"180624",2022-09-24 11:00:00,14.8,65,0,1,140,0
"180625",2022-09-24 12:00:00,15.5,64,0,1.6,130,0
"180626",2022-09-24 13:00:00,16,64,0,1.4,110,0
"180627",2022-09-24 14:00:00,16.5,60,6,1.1,70,0
"180628",2022-09-24 15:00:00,16.2,60,8,1.8,60,0
"180629",2022-09-24 16:00:00,15.3,68,0,2.2,70,0
"180630",2022-09-24 17:00:00,14.2,71,0,2.8,40,0
"180631",2022-09-24 18:00:00,13.6,74,0,2.4,30,0
"180632",2022-09-24 19:00:00,13.8,70,0,3,30,0
"180633",2022-09-24 20:00:00,13.4,73,0,3.6,30,0
"180634",2022-09-24 21:00:00,12.8,75,0,2.1,30,0
"180635",2022-09-24 22:00:00,12.3,84,0,3,60,0
"180636",2022-09-24 23:00:00,12.3,84,0,3.5,70,0
"180637",2022-09-25 00:00:00,12.5,80,0,3.5,70,0
"180638",2022-09-25 01:00:00,12.2,80,0,3.7,70,0
"180639",2022-09-25 02:00:00,12.1,78,0,3.1,90,0
"180640",2022-09-25 03:00:00,11.7,80,0,2.1,100,0
"180641",2022-09-25 04:00:00,11.4,83,0,2.2,100,0
"180642",2022-09-25 05:00:00,11,87,0,1.7,100,0
"180643",2022-09-25 06:00:00,10.9,90,0,1.6,130,0
"180644",2022-09-25 07:00:00,12.5,80,8,1.8,140,0
"180645",2022-09-25 08:00:00,13.2,77,1,0.8,170,0
"180646",2022-09-25 09:00:00,13.9,73,7,0.6,130,0
"180647",2022-09-25 10:00:00,15.4,70,12,0.7,170,0
"180648",2022-09-25 11:00:00,16.4,64,48,1.4,230,0
"180649",2022-09-25 12:00:00,17.4,61,28,1.2,240,0
"180650",2022-09-25 13:00:00,17.9,56,52,2.4,220,0
"180651",2022-09-25 14:00:00,17.9,56,49,2.1,280,0
"180652",2022-09-25 15:00:00,17.4,61,58,3.2,300,0
"180653",2022-09-25 16:00:00,17,63,35,2.8,290,0
"180654",2022-09-25 17:00:00,16,67,10,2.2,270,0
"180655",2022-09-25 18:00:00,15.1,72,0,2.6,270,0
"180656",2022-09-25 19:00:00,14.3,75,0,2.6,290,0
"180657",2022-09-25 20:00:00,13.6,82,0,2.9,280,0
"180658",2022-09-25 21:00:00,13.2,86,0,2.7,270,0
"180659",2022-09-25 22:00:00,12.5,90,0,3.3,290,0
"180660",2022-09-25 23:00:00,11.9,91,0,3.7,280,0
"180661",2022-09-26 00:00:00,11.8,90,0,4,300,0
"180662",2022-09-26 01:00:00,11.3,91,0,2.9,280,0
"180663",2022-09-26 02:00:00,11.2,91,0,2.5,280,0
"180664",2022-09-26 03:00:00,11.1,91,0,2.3,260,0
"180665",2022-09-26 04:00:00,11,92,0,1.9,240,0
"180666",2022-09-26 05:00:00,10.1,95,0,2.3,180,0
"180667",2022-09-26 06:00:00,9.9,98,13,2.7,210,0
"180668",2022-09-26 07:00:00,11.3,91,60,2.6,200,0
"180669",2022-09-26 08:00:00,13.5,77,60,3.3,220,0
"180670",2022-09-26 09:00:00,15,65,60,2.4,210,0
"180671",2022-09-26 10:00:00,15.5,55,55,4.3,210,0
"180672",2022-09-26 11:00:00,15.4,53,22,4.9,210,0
"180673",2022-09-26 12:00:00,16.1,52,2,4.8,210,0
"180674",2022-09-26 13:00:00,16.3,51,19,5.9,210,0
"180675",2022-09-26 14:00:00,16.3,53,7,4.8,180,0
"180676",2022-09-26 15:00:00,15.9,51,7,4.5,200,0
"180677",2022-09-26 16:00:00,15.7,52,18,5.3,200,0
"180678",2022-09-26 17:00:00,14.4,55,0,3.9,190,0
"180679",2022-09-26 18:00:00,12.7,65,0,4.2,180,0
"180680",2022-09-26 19:00:00,12.6,64,0,4.6,180,0
"180681",2022-09-26 20:00:00,12.5,65,0,3.6,190,0
"180682",2022-09-26 21:00:00,12.4,66,0,4.1,180,0
"180683",2022-09-26 22:00:00,12,72,0,4.5,180,0
"180684",2022-09-26 23:00:00,12,74,0,3.7,180,0
"180685",2022-09-27 00:00:00,11.9,74,0,3.8,170,0
"180686",2022-09-27 01:00:00,11.8,75,0,4.1,170,0
"180687",2022-09-27 02:00:00,11.8,75,0,3.5,170,0
"180688",2022-09-27 03:00:00,12,74,0,3.5,170,0
"180689",2022-09-27 04:00:00,11.7,77,0,4.2,180,0
